ppg,trb,ast,fgp,per,ws,position,shooting_hand,draft,high_school,hof,url,hs_city,hs_state,hs_name,trad_position
8.7,6.0,1.1,44.7,10.7,24.1,Small Forward,Right,"Minneapolis Lakers, 1st round (3rd pick, 3rd overall), 1959 NBA Draft","Parker  in  Chicago,        Illinois",0,/players/h/hawkito01.html,Chicago,Illinois,Parker ,Forward
5.4,2.1,0.7,42.1,12.3,1.7,Shooting Guard,Right,"Los Angeles Lakers, 7th round (15th pick, 118th overall), 1973 NBA Draft","Mount Vernon  in  Mount Vernon,        Illinois",0,/players/h/hawthna01.html,Mount Vernon,Illinois,Mount Vernon ,Guard
3.7,5.0,1.2,49.8,12.2,28.8,Center,Right,,"Modesto Christian  in  Modesto,        California",0,/players/h/hayesch01.html,Modesto,California,Modesto Christian ,Center
21.0,12.5,1.8,45.2,17.7,120.8,Power Forward,Right,"San Diego Rockets, 1st round (1st pick, 1st overall), 1968 NBA Draft","Eula D. Britton  in  Rayville,        Louisiana",1,/players/h/hayesel01.html,Rayville,Louisiana,Eula D. Britton ,Forward
8.3,3.1,1.1,41.5,10.8,10.2,Small Forward,Right,"Washington Wizards, 1st round (10th pick, 10th overall), 2003 NBA Draft","Frederick Douglass  in  Atlanta,        Georgia",0,/players/h/hayesja01.html,Atlanta,Georgia,Frederick Douglass ,Forward
3.1,1.0,1.0,42.2,6.0,0.6,Shooting Guard,Left,"Detroit Pistons, 3rd round (13th pick, 47th overall), 1970 NBA Draft","Saint Agnes  in  Rockville Centre,        New York",0,/players/h/hayesji01.html,Rockville Centre,New York,Saint Agnes ,Guard
3.0,2.4,0.7,33.3,6.4,-0.1,Small Forward,Right,,"Whitmer  in  Toledo,        Ohio",0,/players/h/hayesni01.html,Toledo,Ohio,Whitmer ,Forward
2.6,2.5,0.4,48.2,8.4,2.9,Center,Right,"New York Knicks, 4th round (10th pick, 76th overall), 1977 NBA Draft","Aberdeen  in  Aberdeen,        Idaho",0,/players/h/hayesst01.html,Aberdeen,Idaho,Aberdeen ,Center
15.1,4.2,3.4,44.6,17.5,47.9,Power Forward,Right,"Utah Jazz, 1st round (9th pick, 9th overall), 2010 NBA Draft","Brownsburg  in  Brownsburg,        Indiana",0,/players/h/haywago01.html,Brownsburg,Indiana,Brownsburg ,Forward
2.9,1.3,0.5,34.7,9.0,0.2,Small Forward,Right,"Washington Wizards, 1st round (30th pick, 30th overall), 2010 NBA Draft","Notre Dame Preparatory School  in  Fitchburg,        Massachusetts",0,/players/h/haywala01.html,Fitchburg,Massachusetts,Notre Dame Preparatory School ,Forward
6.8,6.0,0.5,52.8,14.6,43.8,Center,Right,"Cleveland Cavaliers, 1st round (20th pick, 20th overall), 2001 NBA Draft","Dudley  in  Greensboro,        North Carolina",0,/players/h/haywobr01.html,Greensboro,North Carolina,Dudley ,Center
20.3,10.3,1.8,46.9,19.1,78.5,Power Forward,Right,"Buffalo Braves, 2nd round (13th pick, 30th overall), 1971 NBA Draft","Pershing  in  Detroit,        Michigan",1,/players/h/haywosp01.html,Detroit,Michigan,Pershing ,Forward
3.0,-,0.5,35.3,-,0.2,Point Guard,Right,,"South Bend Central  in  South Bend,        Indiana",0,/players/h/hazenjo01.html,South Bend,Indiana,South Bend Central ,Guard
12.6,3.0,4.9,44.1,15.0,30.3,Point Guard,Right,"Los Angeles Lakers, 1964 NBA Draft (territorial selection)","Overbrook  in  Philadelphia,        Pennsylvania",0,/players/a/abdulma01.html,Philadelphia,Pennsylvania,Overbrook ,Guard
8.2,2.4,2.1,42.3,12.3,14.7,Shooting Guard,Right,"Houston Rockets, 1st round (24th pick, 24th overall), 2005 NBA Draft","Manley Career Academy  in  Chicago,        Illinois",0,/players/h/headlu01.html,Chicago,Illinois,Manley Career Academy ,Guard
2.0,0.4,0.8,27.3,5.0,-0.4,Point Guard,Right,,"Upper Yarra Secondary College  in  Yarra Junction,      Australia  ",0,/players/h/healsh01.html,Yarra Junction,Australia,Upper Yarra Secondary College ,Guard
2.0,0.3,0.4,54.2,8.3,0.2,Point Guard,Right,"Baltimore Bullets, 19th round (4th pick, 215th overall), 1969 NBA Draft","Bishop Loughlin Memorial  in  Brooklyn,        New York",0,/players/h/heanebr01.html,Brooklyn,New York,Bishop Loughlin Memorial ,Guard
8.7,7.5,1.6,41.4,13.1,27.0,Power Forward,Right,"Seattle SuperSonics, 3rd round (6th pick, 40th overall), 1970 NBA Draft","Ethel Knight  in  LaGrange,        Georgia",0,/players/h/heardga01.html,LaGrange,Georgia,Ethel Knight ,Forward
1.0,0.0,0.0,50.0,13.1,0.0,Shooting Guard,Right,,"Snider  in  Fort Wayne,        Indiana",0,/players/h/hearnre01.html,Fort Wayne,Indiana,Snider ,Guard
0.8,0.8,0.4,22.2,-0.8,-0.1,Point Guard,Right,"Boston Celtics, 4th round, 1952 NBA Draft",,0,/players/h/heddehe01.html,,,,Guard
2.0,0.5,0.0,60.0,20.7,0.1,Small Forward,Right,,"Andrew Jackson  in  Jacksonville,        Florida",0,/players/h/heggsal01.html,Jacksonville,Florida,Andrew Jackson ,Forward
18.6,8.8,2.0,40.5,17.8,60.0,Power Forward,Right,"Boston Celtics, 1956 NBA Draft (territorial selection)","Saint Michael's  in  Union City,        New Jersey",1,/players/h/heinsto01.html,Union City,New Jersey,Saint Michael's ,Forward
6.3,5.1,0.7,37.7,13.4,5.3,Power Forward,Right,"Boston Celtics, 2nd round (4th pick, 10th overall), 1955 NBA Draft","Jonesville  in  Jonesville,        North Carolina",0,/players/h/hemridi01.html,Jonesville,North Carolina,Jonesville ,Forward
7.8,5.0,0.6,46.9,14.5,28.0,Small Forward,Right,"Atlanta Hawks, 1st round (16th pick, 16th overall), 1995 NBA Draft","Brebeuf Jesuit  in  Indianapolis,        Indiana",0,/players/h/hendeal01.html,Indianapolis,Indiana,Brebeuf Jesuit ,Forward
1.4,1.0,0.0,50.0,15.3,0.0,Power Forward,Right,"Atlanta Hawks, 2nd round (8th pick, 32nd overall), 1986 NBA Draft","Marietta  in  Marietta,        Georgia",0,/players/h/hendece01.html,Marietta,Georgia,Marietta ,Forward
7.3,2.9,1.6,43.6,9.2,3.3,Small Forward,Right,"Cleveland Cavaliers, 2nd round (16th pick, 44th overall), 1997 NBA Draft","East  in  Memphis,        Tennessee",0,/players/h/hendece02.html,Memphis,Tennessee,East ,Forward
5.7,1.6,1.5,40.5,6.7,-0.4,Shooting Guard,Right,"Washington Bullets, 3rd round (11th pick, 58th overall), 1986 NBA Draft","Warren County  in  Warrenton,        North Carolina",0,/players/h/hendeda01.html,Warrenton,North Carolina,Warren County ,Guard
8.9,1.7,3.6,47.2,13.4,32.1,Point Guard,Right,"San Antonio Spurs, 3rd round (20th pick, 64th overall), 1978 NBA Draft","Huguenot  in  Richmond,        Virginia",0,/players/h/hendege01.html,Richmond,Virginia,Huguenot ,Guard
11.2,3.2,1.9,44.0,13.4,18.3,Shooting Guard,Right,"Charlotte Bobcats, 1st round (12th pick, 12th overall), 2009 NBA Draft","The Episcopal Academy  in  Newtown Square,        Pennsylvania",0,/players/h/hendege02.html,Newtown Square,Pennsylvania,The Episcopal Academy ,Guard
3.2,1.6,0.7,36.5,9.0,-0.2,Small Forward,Right,"Vancouver Grizzlies, 2nd round (27th pick, 56th overall), 1998 NBA Draft","East Bakersfield  in  East Bakersfield,        California",0,/players/h/hendejr01.html,East Bakersfield,California,East Bakersfield ,Forward
2.3,1.1,0.0,37.5,0.7,-0.1,Center,Right,,"Jefferson  in  Los Angeles,        California",0,/players/h/hendeje01.html,Los Angeles,California,Jefferson ,Center
3.0,1.1,1.5,39.3,6.4,-0.2,Point Guard,Right,"Cleveland Cavaliers, 3rd round (3rd pick, 50th overall), 1986 NBA Draft","Centennial  in  Compton,        California",0,/players/h/hendeke01.html,Compton,California,Centennial ,Guard
9.4,2.3,4.8,43.3,12.8,22.1,Point Guard,Right,"Atlanta Hawks, 1st round (7th pick, 7th overall), 1974 NBA Draft","DeWitt Clinton  in  Bronx,        New York",0,/players/h/hendeto01.html,Bronx,New York,DeWitt Clinton ,Guard
3.3,2.8,0.6,41.6,10.6,2.1,Power Forward,Left,"Philadelphia 76ers, 2nd round (2nd pick, 31st overall), 1996 NBA Draft","Mount Vernon  in  Mount Vernon,        Washington",0,/players/h/hendrma01.html,Mount Vernon,Washington,Mount Vernon ,Forward
4.5,1.3,1.0,33.4,8.7,-0.9,Shooting Guard,Right,"Philadelphia Warriors, 2nd round, 1953 NBA Draft","Blessed Sacrament  in  New Rochelle,        New York",0,/players/h/hennela01.html,New Rochelle,New York,Blessed Sacrament ,Guard
7.2,7.2,1.7,38.4,11.4,4.3,Center,Right,,,0,/players/h/henrido01.html,,,,Center
4.0,3.0,0.2,42.6,13.6,0.7,Center,Left,"Philadelphia 76ers, 1st round (12th pick, 12th overall), 1970 NBA Draft","Hamilton  in  Memphis,        Tennessee",0,/players/h/henryal01.html,Memphis,Tennessee,Hamilton ,Center
6.5,-,1.1,32.0,-,5.4,Center,Right,,"Highland Park  in  Dallas,        Texas",0,/players/h/henrybi01.html,Dallas,Texas,Highland Park ,Center
2.8,0.7,0.1,46.3,12.5,0.2,Shooting Guard,Right,"Kansas City Kings, 4th round (10th pick, 80th overall), 1984 NBA Draft","U.S. Grant  in  Oklahoma City,        Oklahoma",0,/players/h/henryca01.html,Oklahoma City,Oklahoma,U.S. Grant ,Guard
3.3,0.9,1.1,37.8,9.7,0.1,Shooting Guard,Right,"Houston Rockets, 4th round (19th pick, 89th overall), 1986 NBA Draft","Claremont  in  Claremont,        California",0,/players/h/henryco01.html,Claremont,California,Claremont ,Guard
5.4,1.9,1.1,37.6,9.7,0.1,Small Forward,Right,,"Orr  in  Chicago,        Illinois",0,/players/h/henrymy01.html,Chicago,Illinois,Orr ,Forward
1.0,0.5,1.0,20.0,5.6,0.0,Shooting Guard,Right,,"South Grand Prairie  in  Grand Prairie,        Texas",0,/players/h/henrysk01.html,Grand Prairie,Texas,South Grand Prairie ,Guard
5.7,1.9,0.6,40.6,9.3,0.8,Small Forward,Left,"Memphis Grizzlies, 1st round (12th pick, 12th overall), 2010 NBA Draft","Putnam City  in  Oklahoma City,        Oklahoma",0,/players/h/henryxa01.html,Oklahoma City,Oklahoma,Putnam City ,Forward
7.8,5.4,1.1,53.9,17.1,19.3,Power Forward,Right,"Milwaukee Bucks, 1st round (14th pick, 14th overall), 2012 NBA Draft","Sickles  in  Tampa,        Florida",0,/players/h/hensojo01.html,Tampa,Florida,Sickles ,Forward
3.1,0.7,2.0,40.3,11.5,3.8,Point Guard,Right,"Milwaukee Bucks, 2nd round (17th pick, 44th overall), 1990 NBA Draft","McPherson  in  McPherson,        Kansas",0,/players/h/hensost01.html,McPherson,Kansas,McPherson ,Guard
6.0,6.8,0.5,46.9,11.5,1.3,Power Forward,Right,"San Diego Rockets, 5th round (6th pick, 63rd overall), 1969 NBA Draft",,0,/players/h/hentzch01.html,,,,Forward
4.3,-,1.2,38.5,-,0.1,Point Guard,Right,,,0,/players/h/hermabi01.html,,,,Guard
9.3,5.8,1.3,29.7,-6.2,11.6,Center,Right,,,0,/players/h/hermskl01.html,,,,Center
5.1,3.2,0.6,43.7,11.7,5.1,Power Forward,Right,"Denver Nuggets, 1st round (15th pick, 15th overall), 2016 NBA Draft",,0,/players/h/hernaju01.html,,,,Forward
7.0,5.6,1.1,53.0,19.8,7.8,Center,Right,"Philadelphia 76ers, 2nd round (5th pick, 35th overall), 2015 NBA Draft",,0,/players/h/hernawi01.html,,,,Center
3.2,1.0,2.4,33.6,7.8,0.5,Point Guard,Right,"Denver Nuggets, 2nd round (4th pick, 33rd overall), 1999 NBA Draft","Durfee  in  Fall River,        Massachusetts",0,/players/h/herrech01.html,Fall River,Massachusetts,Durfee ,Guard
5.3,3.6,0.6,47.6,10.5,9.0,Power Forward,Right,"Miami Heat, 2nd round (3rd pick, 30th overall), 1990 NBA Draft","Simon Bolivar  in  Caracas,      Venezuela  ",0,/players/h/herreca01.html,Caracas,Venezuela,Simon Bolivar ,Forward
5.4,2.1,0.4,45.8,14.0,4.1,Small Forward,Right,,,0,/players/h/herrmwa01.html,,,,Forward
9.8,2.0,1.4,43.8,12.6,3.2,Shooting Guard,Right,"Portland Trail Blazers, 2nd round (2nd pick, 24th overall), 1978 NBA Draft","Mackin  in  Washington,        District of Columbia",0,/players/h/herroke01.html,Washington,District of Columbia,Mackin ,Guard
8.7,4.0,2.1,29.9,-,10.8,Point Guard,Right,,"Tilden  in  Brooklyn,        New York",0,/players/h/hertzso01.html,Brooklyn,New York,Tilden ,Guard
5.9,5.6,0.8,39.6,14.9,0.5,Center,Right,"Atlanta Hawks, 2nd round (14th pick, 31st overall), 1970 NBA Draft","Mount Vernon  in  Mount Vernon,        Illinois",0,/players/h/hesteda01.html,Mount Vernon,Illinois,Mount Vernon ,Center
11.2,5.9,1.1,42.1,14.5,15.9,Small Forward,Right,"San Francisco Warriors, 1st round (1st pick, 1st overall), 1965 NBA Draft","Landon  in  Bethesda,        Maryland",0,/players/h/hetzefr01.html,Bethesda,Maryland,Landon ,Forward
5.7,5.5,1.3,43.9,10.1,5.2,Power Forward,Right,"Los Angeles Lakers, 1st round (11th pick, 11th overall), 1968 NBA Draft","Cambridge Rindge & Latin  in  Cambridge,        Massachusetts",0,/players/h/hewitbi01.html,Cambridge,Massachusetts,Cambridge Rindge & Latin ,Forward
2.7,-,0.0,24.7,-,0.1,Power Forward,Right,"Boston Celtics, 1947 BAA Draft","Ramsey  in  Ramsey,        New Jersey",0,/players/h/hewsoja01.html,Ramsey,New Jersey,Ramsey ,Forward
13.0,4.7,2.8,42.7,16.0,19.3,Small Forward,Right,"New York Knicks, 1st round (1st pick, 1st overall), 1963 NBA Draft","Oceanside  in  Oceanside,        New York",0,/players/h/heymaar01.html,Oceanside,New York,Oceanside ,Forward
7.3,3.0,1.3,41.7,10.7,2.4,Small Forward,Right,"Orlando Magic, 1st round (5th pick, 5th overall), 2015 NBA Draft",,0,/players/h/hezonma01.html,,,,Forward
10.0,6.3,1.3,46.5,15.5,35.9,Center,Right,"Toronto Raptors, 1st round (17th pick, 17th overall), 2008 NBA Draft","Georgetown Preparatory School  in  North Bethesda,        Maryland",0,/players/h/hibbero01.html,North Bethesda,Maryland,Georgetown Preparatory School ,Center
1.0,-,0.0,0.0,-,-0.1,Point Guard,Right,,,0,/players/h/hickena01.html,,,,Guard
4.4,2.3,0.9,46.3,8.0,0.1,Power Forward,Right,,"J.F. Webb  in  Oxford,        North Carolina",0,/players/h/hicksis01.html,Oxford,North Carolina,J.F. Webb ,Forward
2.3,1.6,0.6,44.7,11.0,0.5,Small Forward,Right,"Portland Trail Blazers, 4th round (7th pick, 61st overall), 1975 NBA Draft, and Houston Rockets, 2nd round (10th pick, 27th overall), 1976 NBA Draft","Brother Rice  in  Chicago,        Illinois",0,/players/h/hicksph01.html,Chicago,Illinois,Brother Rice ,Forward
9.5,6.8,0.8,50.5,16.1,21.9,Power Forward,Right,"Cleveland Cavaliers, 1st round (19th pick, 19th overall), 2008 NBA Draft","Wheeler  in  Marietta,        Georgia",0,/players/h/hicksjj01.html,Marietta,Georgia,Wheeler ,Forward
14.9,4.0,2.0,44.6,15.4,10.0,Shooting Guard,Right,"New Orleans Pelicans, 1st round (6th pick, 6th overall), 2016 NBA Draft","Sunrise Christian Academy  in  Bel Aire,        Kansas",0,/players/h/hieldbu01.html,Bel Aire,Kansas,Sunrise Christian Academy ,Guard
9.2,1.4,2.1,43.9,6.1,-0.6,Shooting Guard,Right,"New Orleans Jazz, 7th round (1st pick, 109th overall), 1975 NBA Draft",,0,/players/h/higgibi01.html,,,,Guard
3.7,0.9,0.9,32.4,4.7,-1.3,Point Guard,Right,,"Monte Vista  in  Danville,        California",0,/players/h/higgico01.html,Danville,California,Monte Vista ,Guard
4.4,2.4,0.7,46.6,13.6,0.8,Power Forward,Right,"San Francisco Warriors, 3rd round (2nd pick, 36th overall), 1970 NBA Draft","Ann Arbor  in  Ann Arbor,        Michigan",0,/players/h/higgiea01.html,Ann Arbor,Michigan,Ann Arbor ,Forward
1.7,0.5,0.3,50.0,7.2,0.2,Small Forward,Right,,"West  in  Greeley,        Colorado",0,/players/h/higgimi01.html,Greeley,Colorado,West ,Forward
9.0,3.6,1.6,46.5,13.5,37.8,Power Forward,Right,"Chicago Bulls, 2nd round (8th pick, 31st overall), 1982 NBA Draft","Thornton Township  in  Harvey,        Illinois",0,/players/h/higgiro01.html,Harvey,Illinois,Thornton Township ,Forward
6.3,1.8,1.0,42.8,9.5,0.4,Small Forward,Right,"San Antonio Spurs, 2nd round (27th pick, 54th overall), 1990 NBA Draft","Fairfax  in  Los Angeles,        California",0,/players/h/higgise01.html,Los Angeles,California,Fairfax ,Forward
6.8,1.8,4.4,44.1,11.6,4.6,Point Guard,Right,,"Owensboro  in  Owensboro,        Kentucky",0,/players/h/higgske01.html,Owensboro,Kentucky,Owensboro ,Guard
5.1,2.3,1.9,43.5,9.4,4.7,Shooting Guard,Right,"Phoenix Suns, 2nd round (2nd pick, 24th overall), 1979 NBA Draft","Jones Valley  in  Birmingham,        Alabama",0,/players/h/highjo01.html,Birmingham,Alabama,Jones Valley ,Guard
1.8,1.0,0.4,40.0,4.5,0.0,Small Forward,Right,,"Archbishop Curley  in  Baltimore,        Maryland",0,/players/h/highsha01.html,Baltimore,Maryland,Archbishop Curley ,Forward
11.6,7.0,1.7,38.1,13.1,18.8,Power Forward,Right,"San Francisco Warriors, 1st round (5th pick, 5th overall), 1962 NBA Draft","Overbrook  in  Philadelphia,        Pennsylvania",0,/players/h/hightwa01.html,Philadelphia,Pennsylvania,Overbrook ,Forward
11.3,6.0,1.8,54.8,17.1,73.3,Center,Right,"New York Knicks, 1st round (7th pick, 7th overall), 2002 NBA Draft","Instituto Alvaro Guiao  in  Sao Carlos,      Brazil  ",0,/players/h/hilarne01.html,Sao Carlos,Brazil,Instituto Alvaro Guiao ,Center
6.9,2.0,4.7,40.8,10.2,11.3,Point Guard,Right,"Atlanta Hawks, 1st round (9th pick, 9th overall), 1976 NBA Draft","Bishop Ford  in  Brooklyn,        New York",0,/players/h/hillar01.html,Brooklyn,New York,Bishop Ford ,Guard
5.5,3.1,2.0,34.6,9.1,0.3,Shooting Guard,Right,"St. Louis Hawks, 1st round (8th pick, 8th overall), 1961 NBA Draft","South Side  in  Newark,        New Jersey",0,/players/h/hillcl01.html,Newark,New Jersey,South Side ,Guard
4.7,1.6,1.4,37.1,7.4,0.4,Shooting Guard,Right,"San Francisco Warriors, 2nd round (3rd pick, 11th overall), 1963 NBA Draft",,0,/players/h/hillga01.html,,,,Guard
11.2,3.1,3.2,45.3,14.9,59.9,Point Guard,Right,"San Antonio Spurs, 1st round (26th pick, 26th overall), 2008 NBA Draft","Broad Ripple  in  Indianapolis,        Indiana",0,/players/h/hillge01.html,Indianapolis,Indiana,Broad Ripple ,Guard
16.7,6.0,4.1,48.3,19.0,99.9,Small Forward,Right,"Detroit Pistons, 1st round (3rd pick, 3rd overall), 1994 NBA Draft","South Lakes  in  Reston,        Virginia",1,/players/h/hillgr01.html,Reston,Virginia,South Lakes ,Forward
7.9,5.8,0.8,49.7,16.3,16.4,Power Forward,Right,"New York Knicks, 1st round (8th pick, 8th overall), 2009 NBA Draft","The Patterson School  in  Patterson,        North Carolina",0,/players/h/hilljo01.html,Patterson,North Carolina,The Patterson School ,Forward
9.7,5.3,1.3,43.2,11.5,6.9,Small Forward,Right,"Chicago Bulls, 2nd round (1st pick, 16th overall), 1969 NBA Draft","Lincoln  in  Midland,        Pennsylvania",0,/players/h/hillsi01.html,Midland,Pennsylvania,Lincoln ,Forward
5.9,3.3,1.5,39.5,9.0,9.2,Small Forward,Right,"Indiana Pacers, 1st round (23rd pick, 23rd overall), 2013 NBA Draft","Fairfax  in  Los Angeles,        California",0,/players/h/hillso01.html,Los Angeles,California,Fairfax ,Forward
2.0,3.0,0.0,100.0,88.3,0.0,Power Forward,Left,,"Branson  in  Branson,        Missouri",0,/players/h/hillst01.html,Branson,Missouri,Branson ,Forward
9.4,8.6,0.8,50.2,14.0,56.2,Center,Right,"Golden State Warriors, 1st round (11th pick, 11th overall), 1990 NBA Draft","Withrow  in  Cincinnati,        Ohio",0,/players/h/hillty01.html,Cincinnati,Ohio,Withrow ,Center
5.9,-,0.6,27.7,-,6.0,Center,Right,,"Rutherford  in  Rutherford,        New Jersey",0,/players/h/hillhar01.html,Rutherford,New Jersey,Rutherford ,Center
3.2,0.9,0.8,37.7,7.7,0.3,Shooting Guard,Left,"Detroit Pistons, 2nd round (8th pick, 38th overall), 2015 NBA Draft","Liberty  in  Bethlehem,        Pennsylvania",0,/players/h/hillida01.html,Bethlehem,Pennsylvania,Liberty ,Guard
9.8,7.6,1.4,47.7,13.4,31.1,Power Forward,Right,"Golden State Warriors, 1st round (8th pick, 8th overall), 1971 NBA Draft","Hiram Johnson  in  Sacramento,        California",0,/players/h/hillmda01.html,Sacramento,California,Hiram Johnson ,Forward
9.4,2.1,1.6,38.8,11.3,-3.5,Shooting Guard,Right,"Buffalo Braves, 2nd round (2nd pick, 19th overall), 1971 NBA Draft","McKinley  in  Baton Rouge,        Louisiana",0,/players/h/hiltofr01.html,Baton Rouge,Louisiana,McKinley ,Guard
10.9,2.9,4.8,41.1,12.8,52.5,Point Guard,Right,"Chicago Bulls, 1st round (7th pick, 7th overall), 2003 NBA Draft","Sioux City West  in  Sioux City,        Iowa",0,/players/h/hinriki01.html,Sioux City,Iowa,Sioux City West ,Guard
14.2,6.8,1.0,49.9,14.7,30.2,Power Forward,Right,"Cleveland Cavaliers, 1st round (20th pick, 20th overall), 1983 NBA Draft","Franklin Township  in  Somerset,        New Jersey",0,/players/h/hinsoro01.html,Somerset,New Jersey,Franklin Township ,Forward
1.5,-,0.8,20.0,-,-0.2,Point Guard,Right,,,0,/players/h/hirscme01.html,,,,Guard
5.0,5.3,1.2,37.6,10.4,11.5,Power Forward,Right,"Minneapolis Lakers, 2nd round (10th pick, 19th overall), 1951 NBA Draft",,0,/players/h/hitchle01.html,,,,Forward
4.3,1.3,0.7,31.7,7.4,-0.2,Shooting Guard,Left,,"Winton Woods  in  Cincinnati,        Ohio",0,/players/h/hitero01.html,Cincinnati,Ohio,Winton Woods ,Guard
0.8,0.6,1.2,15.4,-3.3,-0.2,Shooting Guard,Left,"Milwaukee Bucks, 2nd round (7th pick, 37th overall), 2010 NBA Draft","Decatur Christian  in  Decatur,        Illinois",0,/players/h/hobsoda01.html,Decatur,Illinois,Decatur Christian ,Guard
4.7,3.2,0.8,43.7,10.5,1.8,Power Forward,Right,"Dallas Mavericks, 2nd round (6th pick, 33rd overall), 1991 NBA Draft","Coolidge  in  Washington,        District of Columbia",0,/players/h/hodgedo01.html,Washington,District of Columbia,Coolidge ,Forward
1.2,0.7,0.8,44.0,10.7,0.0,Shooting Guard,Right,"Denver Nuggets, 1st round (20th pick, 20th overall), 2005 NBA Draft","St. Raymond  in  Bronx,        New York",0,/players/h/hodgeju01.html,Bronx,New York,St. Raymond ,Guard
8.5,1.3,2.5,46.1,11.8,27.2,Point Guard,Right,"San Diego Clippers, 3rd round (2nd pick, 48th overall), 1982 NBA Draft","Rich East  in  Park Forest,        Illinois",0,/players/h/hodgecr01.html,Park Forest,Illinois,Rich East ,Guard
5.6,-,0.6,25.0,-,0.9,Point Guard,Right,,"Newtown  in  Newtown,        New York",0,/players/h/hoefech01.html,Newtown,New York,Newtown ,Guard
10.2,5.1,2.9,34.0,12.1,12.9,Shooting Guard,Right,"Toronto Huskies, 1947 BAA Draft","Jasper  in  Jasper,        Indiana",0,/players/h/hoffmpa01.html,Jasper,Indiana,Jasper ,Guard
1.9,1.3,0.1,33.3,5.3,0.0,Power Forward,Right,,"Holston Valley  in  Holston Valley,        Tennessee",0,/players/h/hogsebo01.html,Holston Valley,Tennessee,Holston Valley ,Forward
6.3,7.1,0.7,36.5,7.1,-1.1,Center,Right,"New York Knicks, 1st round (2nd pick, 2nd overall), 1962 NBA Draft","Austin  in  Knoxville,        Tennessee",0,/players/h/hoguedu01.html,Knoxville,Tennessee,Austin ,Center
5.4,2.7,1.6,43.1,13.7,27.6,Shooting Guard,Right,"Indiana Pacers, 2nd round (23rd pick, 52nd overall), 1995 NBA Draft","Ames  in  Ames,        Iowa",0,/players/h/hoibefr01.html,Ames,Iowa,Ames ,Guard
5.0,-,1.7,25.0,-,0.1,Small Forward,Right,,,0,/players/h/holcodo01.html,,,,Forward
0.5,0.3,0.0,100.0,8.2,0.0,Small Forward,Left,"San Antonio Spurs, 2nd round (28th pick, 57th overall), 2002 NBA Draft","Lincoln Park  in  Chicago,        Illinois",0,/players/h/holcora01.html,Chicago,Illinois,Lincoln Park ,Forward
5.9,1.3,1.7,40.1,11.9,0.9,Point Guard,Right,"Indiana Pacers, 1st round (23rd pick, 23rd overall), 2018 NBA Draft","Campbell Hall HS  in  North Hollywood,        California",0,/players/h/holidaa01.html,North Hollywood,California,Campbell Hall HS ,Guard
15.6,3.8,6.4,45.2,16.9,39.1,Point Guard,Right,"Philadelphia 76ers, 1st round (17th pick, 17th overall), 2009 NBA Draft","Campbell Hall  in  North Hollywood,        California",0,/players/h/holidjr01.html,North Hollywood,California,Campbell Hall ,Guard
8.1,2.8,1.5,39.0,10.8,8.0,Shooting Guard,Right,,"Campbell Hall  in  North Hollywood,        California",0,/players/h/holidju01.html,North Hollywood,California,Campbell Hall ,Guard
3.2,0.6,0.7,40.3,10.2,0.4,Shooting Guard,Right,"Los Angeles Lakers, 1st round (14th pick, 14th overall), 1979 NBA Draft","Crescenta Valley  in  La Crescenta,        California",0,/players/h/hollabr01.html,La Crescenta,California,Crescenta Valley ,Guard
5.8,4.2,1.8,33.1,11.5,1.9,Small Forward,Right,"Baltimore Bullets, 1948 BAA Draft","Benton  in  Benton,        Kentucky",0,/players/h/hollajo01.html,Benton,Kentucky,Benton ,Forward
2.2,1.0,0.2,28.8,5.9,-0.2,Small Forward,Right,,"St. Benedict's Prep  in  Newark,        New Jersey",0,/players/h/hollajo02.html,Newark,New Jersey,St. Benedict's Prep ,Forward
13.6,3.1,3.3,45.2,14.2,14.0,Shooting Guard,Left,"Atlanta Hawks, 5th round (3rd pick, 75th overall), 1975 NBA Draft",,0,/players/h/hollawi01.html,,,,Guard
11.6,2.4,4.5,44.4,13.0,22.9,Shooting Guard,Left,"Portland Trail Blazers, 1st round (6th pick, 6th overall), 1975 NBA Draft","Rancho  in  Las Vegas,        Nevada",0,/players/h/hollili01.html,Las Vegas,Nevada,Rancho ,Guard
3.7,2.2,0.3,58.4,11.0,10.4,Center,Right,"Charlotte Bobcats, 2nd round (20th pick, 50th overall), 2006 NBA Draft","John Muir  in  Pasadena,        California",0,/players/h/holliry01.html,Pasadena,California,John Muir ,Center
2.8,1.8,0.2,40.0,11.8,0.1,Small Forward,Right,"New Orleans Jazz, 2nd round (22nd pick, 44th overall), 1977 NBA Draft",,0,/players/h/hollies01.html,,,,Forward
9.9,5.9,2.0,44.4,14.6,9.1,Small Forward,Left,"Portland Trail Blazers, 1st round (23rd pick, 23rd overall), 2015 NBA Draft","Chester  in  Chester,        Pennsylvania",0,/players/h/holliro01.html,Chester,Pennsylvania,Chester ,Forward
3.8,1.7,1.6,35.9,8.6,0.3,Point Guard,Right,,,0,/players/h/holmade01.html,,,,Guard
7.7,4.4,0.9,56.5,18.5,12.4,Center,Right,"Philadelphia 76ers, 2nd round (7th pick, 37th overall), 2015 NBA Draft","Lockport  in  Lockport,        Illinois",0,/players/h/holmeri01.html,Lockport,Illinois,Lockport ,Center
